Date,Currency_Code,Impact,Actual,Previous,Actual_Val,Forecast_Val,Previous_Val
2021-06-01T14:00:00.000Z,USD,med,0,0,,,
2021-06-01T14:30:00.000Z,USD,med,1,0,34.9,32.0,37.3
2021-06-01T15:00:00.000Z,GBP,med,0,0,,,
2021-06-01T15:20:00.000Z,USD,low,0,0,,,
2021-06-01T15:30:00.000Z,USD,low,0,0,0.04%,,0.03%
2021-06-01T15:30:00.000Z,USD,low,0,0,0.02%,,0.02%
2021-06-01T15:30:00.000Z,USD,low,0,0,,,
2021-06-01T15:30:00.000Z,USD,low,0,0,,,
2021-06-01T18:00:00.000Z,USD,med,0,0,,,
2021-06-01T22:45:00.000Z,NZD,low,-1,0,0.1%,1.1%,1.3%
2021-06-01T22:45:00.000Z,NZD,low,-1,0,-0.8%,1.1%,-0.4%
2021-06-01T22:45:00.000Z,NZD,low,-1,0,-0.8%,0.8%,-1.7%
2021-06-02T01:30:00.000Z,AUD,low,0,0,,,
2021-06-02T01:30:00.000Z,AUD,low,1,-1,4.7%,1.5%,3.6%
2021-06-02T01:30:00.000Z,AUD,low,-1,0,0.7%,2.5%,3.2%
2021-06-02T01:30:00.000Z,AUD,low,1,0,1.6%,0.6%,1.1%
2021-06-02T01:30:00.000Z,AUD,med,1,1,1.1%,0.7%,-1.1%
2021-06-02T01:30:00.000Z,AUD,med,1,1,1.8%,1.5%,3.1%
2021-06-02T06:00:00.000Z,EUR,med,-1,0,-5.5%,-1.6%,7.7%
2021-06-02T06:00:00.000Z,EUR,med,-1,1,4.4%,15.1%,11.0%
2021-06-02T06:45:00.000Z,EUR,low,1,0,-91.37B,-98.0B,-60.07B
2021-06-02T08:30:00.000Z,GBP,low,-1,-1,2.9B,4.7B,11.3B
2021-06-02T08:30:00.000Z,GBP,med,-1,-1,3.3B,5.1B,11.8B
2021-06-02T08:30:00.000Z,GBP,med,1,1,86.9k,78.0k,82.7k
2021-06-02T08:30:00.000Z,GBP,med,-1,1,-0.38B,0.5B,-0.5B
2021-06-02T09:00:00.000Z,EUR,low,1,0,1.0%,0.5%,1.1%
2021-06-02T09:00:00.000Z,EUR,low,1,0,7.6%,7.0%,4.3%
2021-06-02T09:00:00.000Z,AUD,med,0,0,,,
2021-06-02T09:40:00.000Z,EUR,low,0,0,-0.57%,,-0.61%
2021-06-02T09:45:00.000Z,GBP,low,0,0,0.94%,,0.92%
2021-06-02T11:00:00.000Z,USD,low,0,0,-4.0%,,-4.2%
2021-06-02T11:00:00.000Z,USD,low,0,0,3.17%,,3.18%
2021-06-02T12:30:00.000Z,CAD,low,1,1,-0.5%,-4.5%,5.7%
2021-06-02T12:55:00.000Z,USD,low,0,0,13.0%,,13.6%
2021-06-02T13:45:00.000Z,USD,low,0,0,,,
2021-06-02T14:00:00.000Z,USD,med,1,0,56.4,54.0,54.4
2021-06-02T14:30:00.000Z,USD,low,0,0,,,
2021-06-02T15:30:00.000Z,USD,low,0,0,,,
2021-06-02T15:30:00.000Z,USD,low,0,0,,,
2021-06-02T15:45:00.000Z,EUR,low,0,0,,,
2021-06-02T16:00:00.000Z,USD,med,0,0,,,
2021-06-02T16:00:00.000Z,USD,med,0,0,,,
2021-06-02T17:10:00.000Z,EUR,med,0,0,,,
2021-06-02T18:00:00.000Z,USD,low,0,0,,,
2021-06-02T18:00:00.000Z,USD,med,0,0,,,
2021-06-02T20:30:00.000Z,USD,med,0,0,-5.36M,,-0.44M
2021-06-02T22:05:00.000Z,USD,med,0,0,,,
2021-06-02T22:30:00.000Z,AUD,low,-1,0,58.3,60.0,59.1
2021-06-02T23:00:00.000Z,AUD,low,-1,0,58.0,58.1,58.9
2021-06-02T23:00:00.000Z,AUD,med,-1,0,58.0,58.2,58.8
2021-06-02T23:50:00.000Z,JPY,low,0,-1,-181.3B,,-223.5B
2021-06-02T23:50:00.000Z,JPY,low,0,1,"-1,090.0B",,-551.5B
2021-06-03T00:30:00.000Z,JPY,med,1,0,46.5,45.7,49.5
2021-06-03T00:30:00.000Z,JPY,low,1,0,48.8,48.1,51.0
2021-06-03T01:30:00.000Z,AUD,low,1,1,3.0%,2.0%,-2.0%
2021-06-03T01:30:00.000Z,AUD,low,-1,1,-3.0%,3.0%,4.0%
2021-06-03T01:30:00.000Z,AUD,high,1,1,8.03B,6.0B,5.57B
2021-06-03T01:30:00.000Z,AUD,med,0,-1,1.1%,1.1%,1.4%
2021-06-03T01:45:00.000Z,CNY,low,-1,0,53.8,54.3,54.7
2021-06-03T01:45:00.000Z,CNY,med,-1,0,55.1,55.9,56.3
2021-06-03T03:45:00.000Z,JPY,low,0,0,0.08%,,0.07%
2021-06-03T07:50:00.000Z,EUR,low,0,0,57.0,57.0,51.6
2021-06-03T07:50:00.000Z,EUR,low,0,0,56.6,56.6,50.3
2021-06-03T07:55:00.000Z,EUR,med,0,0,52.8,52.8,49.9
2021-06-03T07:55:00.000Z,EUR,low,0,0,56.2,56.2,55.8
2021-06-03T08:00:00.000Z,EUR,med,1,0,55.2,55.1,50.5
2021-06-03T08:00:00.000Z,EUR,low,1,0,57.1,56.9,53.8
2021-06-03T08:30:00.000Z,GBP,med,1,0,62.9,61.8,61.0
2021-06-03T08:30:00.000Z,GBP,low,1,0,62.9,62.0,60.7
2021-06-03T09:00:00.000Z,EUR,low,0,0,0.16%,,0.13%
2021-06-03T11:30:00.000Z,USD,low,1,0,24.59k,20.0k,22.91k
2021-06-03T12:15:00.000Z,USD,high,1,-1,978.0k,600.0k,742.0k
2021-06-03T12:30:00.000Z,USD,med,1,1,1.7%,-0.3%,5.6%
2021-06-03T12:30:00.000Z,USD,med,0,0,5.4%,5.4%,-3.8%
2021-06-03T12:30:00.000Z,USD,low,1,-1,"3,771.0k","3,580.0k","3,642.0k"
2021-06-03T12:30:00.000Z,USD,med,0,-1,428.0k,,458.75k
2021-06-03T12:30:00.000Z,USD,med,-1,-1,385.0k,400.0k,406.0k
2021-06-03T13:45:00.000Z,USD,med,1,0,70.4,70.1,64.7
2021-06-03T13:45:00.000Z,USD,med,1,0,68.7,68.1,63.5
2021-06-03T14:00:00.000Z,USD,low,1,0,66.2,65.0,62.7
2021-06-03T14:00:00.000Z,USD,low,1,0,80.6,77.0,76.8
2021-06-03T14:00:00.000Z,USD,low,1,0,63.9,63.3,63.2
2021-06-03T14:00:00.000Z,USD,low,-1,0,55.3,58.8,58.8
2021-06-03T14:00:00.000Z,USD,med,1,0,64.0,62.8,62.7
2021-06-03T14:30:00.000Z,USD,low,0,0,98.0Bcf,,115.0Bcf
2021-06-03T15:00:00.000Z,USD,low,0,0,0.5M,,0.36M
2021-06-03T15:00:00.000Z,USD,med,0,0,1.5M,,-1.75M
2021-06-03T15:00:00.000Z,USD,low,0,0,0.36M,,0.12M
2021-06-03T15:00:00.000Z,USD,low,0,0,0.78M,,-1.01M
2021-06-03T15:00:00.000Z,USD,low,0,0,0.25M,,-0.27M
2021-06-03T15:00:00.000Z,USD,med,0,0,-5.08M,,-1.66M
2021-06-03T15:00:00.000Z,USD,low,0,0,3.72M,,-3.01M
2021-06-03T15:00:00.000Z,USD,low,0,0,-0.18M,,-0.01M
2021-06-03T15:00:00.000Z,USD,low,0,0,0.14M,,0.11M
2021-06-03T15:20:00.000Z,USD,low,0,0,,,
2021-06-03T15:30:00.000Z,USD,low,0,0,0.02%,,0.01%
2021-06-03T15:30:00.000Z,USD,low,0,0,0.0%,,0.0%
2021-06-03T16:00:00.000Z,GBP,med,0,0,,,
2021-06-03T16:30:00.000Z,USD,med,0,0,,,
2021-06-03T17:50:00.000Z,USD,med,0,0,,,
2021-06-03T19:05:00.000Z,USD,med,0,0,,,
2021-06-03T23:30:00.000Z,JPY,low,1,0,0.1%,-2.4%,7.2%
2021-06-03T23:30:00.000Z,JPY,low,1,0,13.0%,9.5%,6.2%
2021-06-04T01:30:00.000Z,AUD,med,1,0,4.3%,-1.5%,3.3%
2021-06-04T01:30:00.000Z,AUD,low,-1,0,2.1%,13.0%,12.7%
2021-06-04T07:30:00.000Z,EUR,low,-1,0,50.3,54.4,50.1
2021-06-04T07:30:00.000Z,EUR,low,-1,0,51.1,54.2,49.8
2021-06-04T07:30:00.000Z,EUR,med,-1,0,44.5,54.5,46.2
2021-06-04T08:00:00.000Z,GBP,low,-1,0,674.1%,690.0%,"3,176.6%"
2021-06-04T08:30:00.000Z,GBP,med,1,0,64.2,62.3,61.6
2021-06-04T09:00:00.000Z,EUR,low,-1,1,-3.1%,-1.0%,2.7%
2021-06-04T09:00:00.000Z,EUR,med,1,1,23.9%,21.0%,12.0%
2021-06-04T09:00:00.000Z,EUR,low,-1,1,-6.0%,1.2%,-1.0%
2021-06-04T09:00:00.000Z,EUR,low,1,1,42.1%,34.8%,21.3%
2021-06-04T09:30:00.000Z,EUR,low,-1,0,37.2%,51.0%,90.0%
2021-06-04T11:00:00.000Z,EUR,med,0,0,,,
2021-06-04T11:00:00.000Z,USD,med,0,0,,,
2021-06-04T12:30:00.000Z,CAD,med,-1,-1,-54.2k,60.0k,-77.8k
2021-06-04T12:30:00.000Z,CAD,med,-1,1,-13.8k,50.0k,-129.4k
2021-06-04T12:30:00.000Z,CAD,med,-1,0,64.6%,65.0%,64.9%
2021-06-04T12:30:00.000Z,CAD,med,0,0,8.2%,8.2%,8.1%
2021-06-04T12:30:00.000Z,CAD,med,-1,1,-68.0k,-10.0k,-207.1k
2021-06-04T12:30:00.000Z,CAD,low,-1,0,-1.4%,-0.6%,-1.6%
2021-06-04T12:30:00.000Z,CAD,low,1,1,-1.7%,3.0%,-2.0%
2021-06-04T12:30:00.000Z,USD,high,1,0,0.5%,0.2%,0.7%
2021-06-04T12:30:00.000Z,USD,low,-1,1,492.0k,635.0k,218.0k
2021-06-04T12:30:00.000Z,USD,high,1,0,5.8%,6.0%,6.1%
2021-06-04T12:30:00.000Z,USD,high,-1,1,559.0k,610.0k,266.0k
2021-06-04T12:30:00.000Z,USD,low,-1,-1,34.9,35.0,35.0
2021-06-04T12:30:00.000Z,USD,low,-1,0,61.6%,61.8%,61.7%
2021-06-04T12:30:00.000Z,USD,low,1,1,2.0%,1.4%,0.3%
2021-06-04T12:30:00.000Z,USD,low,1,1,67.0k,25.0k,48.0k
2021-06-04T12:30:00.000Z,USD,low,-1,-1,23.0k,43.0k,-18.0k
2021-06-04T14:00:00.000Z,CAD,high,-1,0,64.7,65.0,60.6
2021-06-04T14:00:00.000Z,USD,low,1,1,0.5%,0.4%,1.7%
2021-06-04T14:00:00.000Z,USD,med,-1,1,-0.6%,-0.3%,1.1%
2021-06-04T14:30:00.000Z,USD,low,0,0,,,
2021-06-04T17:00:00.000Z,USD,low,0,0,456.0,,457.0
2021-06-04T17:00:00.000Z,USD,low,0,0,359.0,,359.0
2021-06-04T21:30:00.000Z,USD,med,0,1,17.0M,,18.5M
2021-06-06T23:00:00.000Z,AUD,med,1,0,61.2,60.0,61.0
2021-06-06T23:50:00.000Z,JPY,low,0,0,"1,387.5B",,"1,378.5B"
2021-06-07,NZD,low,0,0,,,
2021-06-07T01:30:00.000Z,AUD,low,1,1,7.9%,3.1%,4.7%
2021-06-07T03:00:00.000Z,CNY,med,-1,1,45.54B,55.0B,42.85B
2021-06-07T03:00:00.000Z,CNY,med,-1,0,27.9%,31.0%,32.3%
2021-06-07T03:00:00.000Z,CNY,med,1,0,51.1%,50.0%,43.1%
2021-06-07T05:00:00.000Z,JPY,low,1,-1,103.0,102.0,102.5
2021-06-07T05:00:00.000Z,JPY,low,1,-1,95.5,93.0,93.0
2021-06-07T05:45:00.000Z,CHF,med,1,0,3.1%,3.4%,3.3%
2021-06-07T06:00:00.000Z,EUR,med,-1,1,-0.2%,1.2%,3.0%
2021-06-07T06:30:00.000Z,CHF,low,0,0,0.3%,0.3%,0.2%
2021-06-07T06:30:00.000Z,CHF,med,0,0,0.6%,0.6%,0.3%
2021-06-07T07:00:00.000Z,CHF,low,0,-1,902.47B,,914.1B
2021-06-07T07:30:00.000Z,GBP,med,1,1,1.3%,1.0%,1.4%
2021-06-07T07:30:00.000Z,GBP,med,-1,0,9.5%,9.6%,8.2%
2021-06-07T08:00:00.000Z,CNY,low,1,0,3.22,3.2,3.2
2021-06-07T08:30:00.000Z,GBP,low,1,1,3.62%,3.61%,3.61%
2021-06-07T13:00:00.000Z,EUR,low,0,0,-0.64%,,-0.63%
2021-06-07T13:00:00.000Z,EUR,low,0,0,-0.64%,,-0.64%
2021-06-07T13:00:00.000Z,EUR,low,0,0,-0.64%,,-0.65%
2021-06-07T14:30:00.000Z,USD,low,0,0,,,
2021-06-07T15:30:00.000Z,USD,low,0,0,0.04%,,0.04%
2021-06-07T15:30:00.000Z,USD,low,0,0,0.03%,,0.02%
2021-06-07T19:00:00.000Z,USD,low,-1,-1,18.61B,23.0B,25.84B
2021-06-07T23:30:00.000Z,JPY,low,1,1,1.6%,0.5%,0.2%
2021-06-07T23:50:00.000Z,JPY,low,-1,0,2.9%,4.5%,4.8%
2021-06-07T23:50:00.000Z,JPY,low,0,0,-1.5%,,2.2%
2021-06-07T23:50:00.000Z,JPY,low,0,-1,-0.2%,-0.2%,1.1%
2021-06-07T23:50:00.000Z,JPY,low,0,0,-1.2%,,4.3%
2021-06-07T23:50:00.000Z,JPY,med,1,0,-1.0%,-1.3%,2.8%
2021-06-07T23:50:00.000Z,JPY,low,1,0,-3.9%,-5.1%,11.7%
2021-06-07T23:50:00.000Z,JPY,med,-1,0,"1,321.8B","2,000.0B","2,650.1B"
2021-06-07T23:50:00.000Z,JPY,low,0,-1,-0.1%,,0.3%
2021-06-08T01:30:00.000Z,AUD,high,-1,-1,20.0,24.0,26.0
2021-06-08T03:45:00.000Z,JPY,low,0,0,0.69%,,0.65%
2021-06-08T05:00:00.000Z,JPY,low,-1,0,38.1,39.0,39.1
2021-06-08T05:00:00.000Z,JPY,low,1,0,47.6,41.8,41.7
2021-06-08T06:00:00.000Z,EUR,med,-1,-1,-1.0%,0.9%,2.5%
2021-06-08T06:45:00.000Z,EUR,low,1,1,-1.4B,-3.4B,-2.9B
2021-06-08T06:45:00.000Z,EUR,med,-1,-1,-6.24B,-5.7B,-6.1B
2021-06-08T09:00:00.000Z,EUR,med,-1,0,81.3,84.9,84.0
2021-06-08T09:00:00.000Z,EUR,med,1,1,-1.3%,-1.8%,-4.9%
2021-06-08T09:00:00.000Z,EUR,med,1,1,-0.3%,-0.6%,-0.7%
2021-06-08T09:00:00.000Z,EUR,med,1,0,-1.8%,-2.1%,-1.9%
2021-06-08T09:00:00.000Z,EUR,med,0,1,-0.3%,-0.3%,0.3%
2021-06-08T09:00:00.000Z,EUR,med,1,0,-9.1,-26.0,-40.1
2021-06-08T09:00:00.000Z,EUR,med,-1,0,79.8,85.1,84.4
2021-06-08T09:45:00.000Z,GBP,low,0,0,0.47%,,0.46%
2021-06-08T10:00:00.000Z,USD,low,-1,0,99.6,101.0,99.8
2021-06-08T12:30:00.000Z,CAD,high,1,-1,0.59B,-0.9B,-1.14B
2021-06-08T12:30:00.000Z,CAD,low,0,1,49.61B,,51.76B
2021-06-08T12:30:00.000Z,CAD,low,0,1,50.21B,,50.62B
2021-06-08T12:30:00.000Z,USD,high,1,-1,-68.9B,-69.0B,-74.4B
2021-06-08T12:30:00.000Z,USD,low,1,1,204.99B,204.0B,200.03B
2021-06-08T12:30:00.000Z,USD,low,1,-1,273.89B,273.0B,274.48B
2021-06-08T12:55:00.000Z,USD,low,0,0,,,
2021-06-08T12:55:00.000Z,USD,low,0,0,14.5%,,13.0%
2021-06-08T14:00:00.000Z,USD,med,1,1,9.29M,8.2M,8.12M
2021-06-08T14:30:00.000Z,USD,low,0,0,,,
2021-06-08T15:30:00.000Z,USD,low,0,0,,,
2021-06-08T15:30:00.000Z,USD,low,0,0,,,
2021-06-08T15:30:00.000Z,USD,low,0,0,0.01%,,0.01%
2021-06-08T17:00:00.000Z,USD,low,0,0,0.33%,,0.33%
2021-06-08T20:30:00.000Z,USD,med,0,0,-2.11M,,-5.36M
2021-06-08T22:45:00.000Z,NZD,low,1,1,4.3%,3.5%,2.0%
2021-06-08T23:30:00.000Z,AUD,med,0,0,,,
2021-06-09T00:30:00.000Z,AUD,high,-1,0,-5.2%,0.8%,-4.8%
2021-06-09T00:30:00.000Z,AUD,high,-1,0,107.2,114.0,113.1
2021-06-09T01:00:00.000Z,NZD,low,0,0,-0.4,,1.8
2021-06-09T01:30:00.000Z,CNY,med,-1,0,-0.2%,-0.1%,-0.3%
2021-06-09T01:30:00.000Z,CNY,med,1,0,9.0%,8.4%,6.8%
2021-06-09T01:30:00.000Z,CNY,med,-1,0,1.3%,1.5%,0.9%
2021-06-09T01:30:00.000Z,AUD,med,0,0,-8.6%,-8.6%,18.9%
2021-06-09T06:00:00.000Z,EUR,low,1,-1,21.3B,18.9B,30.2B
2021-06-09T06:00:00.000Z,EUR,high,1,-1,15.5B,12.5B,20.5B
2021-06-09T06:00:00.000Z,EUR,low,0,1,-1.7%,,6.5%
2021-06-09T06:00:00.000Z,EUR,low,0,1,0.3%,,1.2%
2021-06-09T06:00:00.000Z,EUR,low,0,-1,15.9B,,14.3B
2021-06-09T06:00:00.000Z,JPY,low,1,0,140.7%,134.0%,120.8%
2021-06-09T09:40:00.000Z,EUR,low,0,0,0.31%,,0.22%
2021-06-09T11:00:00.000Z,USD,low,0,0,-3.1%,,-4.0%
2021-06-09T11:00:00.000Z,USD,low,0,0,3.15%,,3.17%
2021-06-09T14:00:00.000Z,CAD,med,0,0,0.25%,0.25%,0.25%
2021-06-09T14:00:00.000Z,USD,med,0,-1,0.8%,0.8%,1.1%
2021-06-09T14:30:00.000Z,USD,low,0,0,0.57M,,0.5M
2021-06-09T14:30:00.000Z,USD,med,0,0,7.05M,,1.5M
2021-06-09T14:30:00.000Z,USD,low,0,0,0.33M,,0.36M
2021-06-09T14:30:00.000Z,USD,low,0,0,0.17M,,0.78M
2021-06-09T14:30:00.000Z,USD,low,0,0,0.62M,,0.25M
2021-06-09T14:30:00.000Z,USD,med,0,0,-5.24M,,-5.08M
2021-06-09T14:30:00.000Z,USD,low,0,0,4.41M,,3.72M
2021-06-09T14:30:00.000Z,USD,low,0,0,-0.14M,,-0.18M
2021-06-09T14:30:00.000Z,USD,low,0,0,0.11M,,0.14M
2021-06-09T14:30:00.000Z,USD,low,0,0,,,
2021-06-09T15:30:00.000Z,USD,low,0,0,,,
2021-06-09T15:30:00.000Z,USD,low,0,0,,,
2021-06-09T17:00:00.000Z,USD,med,0,0,1.5%,,1.68%
2021-06-09T23:45:00.000Z,NZD,low,1,0,18.1%,18.0%,108.7%
2021-06-09T23:45:00.000Z,NZD,low,1,1,1.7%,0.6%,4.0%
2021-06-09T23:50:00.000Z,JPY,low,1,1,4.9%,4.6%,3.6%
2021-06-09T23:50:00.000Z,JPY,low,1,1,0.7%,0.6%,0.7%
2021-06-09T23:50:00.000Z,JPY,low,0,-1,94.5B,,-181.3B
2021-06-09T23:50:00.000Z,JPY,low,0,1,665.9B,,"-1,090.0B"
2021-06-10T01:00:00.000Z,AUD,low,1,0,4.4%,3.8%,3.5%
2021-06-10T04:30:00.000Z,AUD,med,1,0,15.2%,-7.0%,-54.4%
2021-06-10T05:30:00.000Z,EUR,low,1,0,0.3%,0.2%,-0.1%
2021-06-10T05:30:00.000Z,EUR,low,1,-1,0.5%,0.3%,-0.1%
2021-06-10T06:45:00.000Z,EUR,med,-1,1,-0.1%,0.6%,0.8%
2021-06-10T08:00:00.000Z,CNY,low,0,0,12.2%,12.2%,12.3%
2021-06-10T08:00:00.000Z,CNY,low,1,0,8.3%,8.2%,8.1%
2021-06-10T08:00:00.000Z,CNY,med,1,0,"1,500.0B","1,300.0B","1,470.0B"
2021-06-10T08:00:00.000Z,CNY,low,1,0,"1,920.0B","1,800.0B","1,850.0B"
2021-06-10T09:45:00.000Z,EUR,low,0,0,,,
2021-06-10T11:45:00.000Z,EUR,med,0,0,0.0%,0.0%,0.0%
2021-06-10T11:45:00.000Z,EUR,low,0,0,0.25%,0.25%,0.25%
2021-06-10T11:45:00.000Z,EUR,med,0,0,-0.5%,-0.5%,-0.5%
2021-06-10T12:30:00.000Z,EUR,med,0,0,,,
2021-06-10T12:30:00.000Z,USD,med,1,0,0.7%,0.6%,0.9%
2021-06-10T12:30:00.000Z,USD,med,1,0,0.6%,0.5%,0.8%
2021-06-10T12:30:00.000Z,USD,high,1,0,3.8%,3.2%,3.0%
2021-06-10T12:30:00.000Z,USD,high,1,0,5.0%,4.7%,4.2%
2021-06-10T12:30:00.000Z,USD,low,-1,-1,"3,499.0k","3,640.0k","3,771.0k"
2021-06-10T12:30:00.000Z,USD,med,1,0,402.5k,399.75k,428.0k
2021-06-10T12:30:00.000Z,USD,med,1,0,376.0k,365.0k,385.0k
2021-06-10T14:30:00.000Z,USD,low,0,0,98.0Bcf,,98.0Bcf
2021-06-10T14:30:00.000Z,USD,low,0,0,,,
2021-06-10T15:30:00.000Z,USD,low,0,0,0.02%,,0.02%
2021-06-10T15:30:00.000Z,USD,low,0,0,0.01%,,0.0%
2021-06-10T16:00:00.000Z,USD,low,0,0,,,
2021-06-10T17:00:00.000Z,USD,med,0,0,2.17%,,2.4%
2021-06-10T17:00:00.000Z,CAD,med,0,0,,,
2021-06-10T18:00:00.000Z,USD,med,1,0,-132.0B,-230.0B,-226.0B
2021-06-10T22:30:00.000Z,NZD,med,-1,-1,58.6,59.0,58.4
2021-06-10T23:50:00.000Z,JPY,low,-1,0,-1.4,2.0,1.6
2021-06-11,GBP,low,0,0,,,
2021-06-11T06:00:00.000Z,CNY,low,-1,0,-3.1%,5.0%,8.6%
2021-06-11T06:00:00.000Z,GBP,low,-1,0,2.3%,2.5%,2.1%
2021-06-11T06:00:00.000Z,GBP,med,1,0,1.5%,1.2%,-1.5%
2021-06-11T06:00:00.000Z,GBP,high,1,0,-0.9B,-3.2B,-2.0B
2021-06-11T06:00:00.000Z,GBP,med,-1,0,77.9%,80.0%,6.0%
2021-06-11T06:00:00.000Z,GBP,med,-1,0,27.5%,29.1%,3.6%
2021-06-11T06:00:00.000Z,GBP,med,-1,0,-1.3%,1.5%,1.8%
2021-06-11T06:00:00.000Z,GBP,high,-1,0,39.7%,40.8%,4.8%
2021-06-11T06:00:00.000Z,GBP,high,-1,0,-0.3%,1.5%,2.1%
2021-06-11T06:00:00.000Z,GBP,low,1,0,-10.96B,-12.8B,-11.71B
2021-06-11T06:00:00.000Z,GBP,low,-1,0,27.6%,28.5%,1.4%
2021-06-11T06:00:00.000Z,EUR,med,1,0,1.7%,0.6%,1.1%
2021-06-11T06:00:00.000Z,EUR,med,1,0,9.7%,8.4%,7.2%
2021-06-11T06:30:00.000Z,EUR,low,0,0,,,
2021-06-11T08:00:00.000Z,EUR,med,0,0,,,
2021-06-11T10:30:00.000Z,GBP,low,1,1,3.8%,3.4%,1.3%
2021-06-11T12:30:00.000Z,CAD,low,1,1,81.7%,81.0%,79.2%
2021-06-11T14:00:00.000Z,USD,med,1,0,90.6,89.7,89.4
2021-06-11T14:00:00.000Z,USD,med,-1,0,4.0%,4.8%,4.6%
2021-06-11T14:00:00.000Z,USD,med,1,0,86.4,83.0,82.9
2021-06-11T14:00:00.000Z,USD,med,-1,0,2.8%,3.1%,3.0%
2021-06-11T14:00:00.000Z,USD,med,1,0,83.8,78.1,78.8
2021-06-11T14:30:00.000Z,USD,low,0,0,,,
2021-06-11T17:00:00.000Z,USD,low,0,-1,365.0,,456.0
2021-06-11T17:00:00.000Z,USD,low,0,1,461.0,,365.0
2021-06-12,GBP,low,0,0,,,
2021-06-13,GBP,low,0,0,,,
2021-06-13T22:30:00.000Z,NZD,low,-1,0,56.1,60.0,61.2
2021-06-13T22:45:00.000Z,NZD,low,1,0,"1,755.4%",220.0%,-97.4%
2021-06-14,CNY,low,0,0,,,
2021-06-14,CNY,med,1,0,35.4%,34.0%,38.6%
2021-06-14T04:30:00.000Z,JPY,med,1,0,2.9%,2.5%,1.7%
2021-06-14T04:30:00.000Z,JPY,low,1,0,15.8%,15.4%,3.4%
2021-06-14T04:30:00.000Z,JPY,low,-1,0,1.1%,4.2%,5.6%
2021-06-14T06:30:00.000Z,CHF,low,1,0,0.8%,0.4%,0.7%
2021-06-14T06:30:00.000Z,CHF,low,1,0,3.2%,2.7%,1.8%
2021-06-14T09:00:00.000Z,EUR,med,1,1,0.8%,0.4%,0.1%
2021-06-14T09:00:00.000Z,EUR,med,1,1,39.3%,38.0%,10.9%
2021-06-14T12:30:00.000Z,CAD,low,-1,0,167.0k,170.0k,173.0k
2021-06-14T12:30:00.000Z,CAD,low,-1,1,-2.1%,-1.1%,3.5%
2021-06-14T13:00:00.000Z,EUR,low,0,0,-0.66%,,-0.64%
2021-06-14T13:00:00.000Z,EUR,low,0,0,-0.65%,,-0.64%
2021-06-14T13:00:00.000Z,EUR,low,0,0,-0.65%,,-0.64%
2021-06-14T13:00:00.000Z,GBP,med,0,0,,,
2021-06-14T14:30:00.000Z,USD,low,0,0,,,
2021-06-14T15:00:00.000Z,USD,low,1,0,4.0%,3.8%,3.4%
2021-06-14T15:30:00.000Z,USD,low,0,0,0.04%,,0.04%
2021-06-14T15:30:00.000Z,USD,low,0,0,0.03%,,0.03%
2021-06-14T22:45:00.000Z,NZD,low,1,0,1.8%,1.3%,0.7%
2021-06-15T01:30:00.000Z,AUD,med,0,0,,,
2021-06-15T01:30:00.000Z,AUD,low,-1,1,7.5%,9.5%,3.0%
2021-06-15T01:30:00.000Z,AUD,low,1,0,5.4%,5.1%,3.0%
2021-06-15T04:30:00.000Z,JPY,low,-1,0,-0.7%,0.9%,1.1%
2021-06-15T06:00:00.000Z,EUR,low,0,0,0.3%,0.3%,0.5%
2021-06-15T06:00:00.000Z,EUR,low,0,0,2.4%,2.4%,2.1%
2021-06-15T06:00:00.000Z,EUR,med,0,0,0.5%,0.5%,0.7%
2021-06-15T06:00:00.000Z,EUR,med,0,0,2.5%,2.5%,2.0%
2021-06-15T06:00:00.000Z,GBP,low,1,0,5.6%,5.1%,4.6%
2021-06-15T06:00:00.000Z,GBP,med,1,1,5.6%,4.7%,4.0%
2021-06-15T06:00:00.000Z,GBP,med,0,0,4.7%,4.7%,4.8%
2021-06-15T06:00:00.000Z,GBP,high,-1,-1,-92.6k,-62.0k,-15.1k
2021-06-15T06:00:00.000Z,GBP,med,-1,-1,113.0k,145.0k,84.0k
2021-06-15T06:45:00.000Z,EUR,low,0,0,0.3%,0.3%,0.1%
2021-06-15T06:45:00.000Z,EUR,low,0,0,1.4%,1.4%,1.2%
2021-06-15T06:45:00.000Z,EUR,low,-1,0,0.3%,0.4%,0.2%
2021-06-15T06:45:00.000Z,EUR,low,0,0,1.8%,1.8%,1.6%
2021-06-15T07:00:00.000Z,CHF,med,0,0,,,
2021-06-15T09:00:00.000Z,EUR,med,-1,1,10.9B,14.4B,15.8B
2021-06-15T09:40:00.000Z,EUR,low,0,0,-0.68%,,-0.66%
2021-06-15T10:45:00.000Z,GBP,low,0,0,1.27%,,1.3%
2021-06-15T12:15:00.000Z,CAD,med,1,-1,275.9k,269.0k,268.6k
2021-06-15T12:15:00.000Z,GBP,med,0,0,,,
2021-06-15T12:30:00.000Z,USD,med,-1,0,17.4,23.0,24.3
2021-06-15T12:30:00.000Z,USD,low,-1,1,28.1%,55.0%,51.2%
2021-06-15T12:30:00.000Z,USD,med,-1,1,-0.7%,0.2%,-0.8%
2021-06-15T12:30:00.000Z,USD,high,-1,1,-1.3%,-0.3%,0.0%
2021-06-15T12:30:00.000Z,USD,med,0,0,0.7%,0.7%,0.7%
2021-06-15T12:30:00.000Z,USD,low,-1,0,4.8%,4.9%,4.1%
2021-06-15T12:30:00.000Z,USD,low,1,0,6.6%,6.4%,6.2%
