Date,Currency_Code,Impact,Actual,Previous,Actual_Val,Forecast_Val,Previous_Val
2019-07-30T05:30:00.000Z,EUR,low,-1,0,1.3%,1.4%,1.2%
2019-07-30T05:30:00.000Z,EUR,med,-1,0,0.2%,0.3%,0.3%
2019-07-30T06:00:00.000Z,EUR,med,0,0,9.7,9.7,9.8
2019-07-30T06:45:00.000Z,EUR,med,-1,-1,-0.1%,0.2%,0.4%
2019-07-30T07:00:00.000Z,CHF,med,1,0,97.1,93.7,93.6
2019-07-30T09:00:00.000Z,EUR,med,0,0,-6.6,-6.6,-6.6
2019-07-30T09:00:00.000Z,EUR,med,1,0,102.7,102.6,103.3
2019-07-30T12:00:00.000Z,EUR,med,1,0,0.5%,0.3%,0.3%
2019-07-30T12:00:00.000Z,EUR,med,1,0,1.7%,1.5%,1.6%
2019-07-30T12:00:00.000Z,EUR,low,1,0,0.4%,0.3%,0.3%
2019-07-30T12:00:00.000Z,EUR,low,-1,0,1.1%,1.2%,1.5%
2019-07-30T12:30:00.000Z,USD,med,0,-1,0.4%,0.4%,0.5%
2019-07-30T12:30:00.000Z,USD,med,0,1,0.3%,0.3%,0.4%
2019-07-30T12:30:00.000Z,USD,med,0,0,0.2%,0.2%,0.2%
2019-07-30T13:00:00.000Z,USD,med,-1,-1,2.39%,2.4%,2.54%
2019-07-30T14:00:00.000Z,USD,med,1,0,2.8%,0.4%,1.1%
2019-07-30T14:00:00.000Z,USD,high,1,1,135.7,125.0,121.5
2019-07-30T23:01:00.000Z,GBP,low,1,0,-11.0,-13.0,-13.0
2019-07-31T01:00:00.000Z,CNY,high,1,0,49.7,49.6,49.4
2019-07-31T01:00:00.000Z,CNY,low,-1,0,53.7,54.0,54.2
2019-07-31T01:30:00.000Z,AUD,high,1,0,1.6%,1.5%,1.3%
2019-07-31T01:30:00.000Z,AUD,low,-1,-1,0.1%,0.3%,0.2%
2019-07-31T05:00:00.000Z,JPY,low,0,0,-4.2%,,-16.9%
2019-07-31T05:00:00.000Z,JPY,med,1,0,0.3%,-2.2%,-8.7%
2019-07-31T05:00:00.000Z,JPY,med,1,0,0.92M,0.9M,0.9M
2019-07-31T06:00:00.000Z,EUR,med,1,-1,3.5%,0.5%,0.6%
2019-07-31T06:45:00.000Z,EUR,low,1,0,-0.2%,-0.3%,0.2%
2019-07-31T06:45:00.000Z,EUR,low,-1,0,1.1%,1.2%,1.2%
2019-07-31T06:45:00.000Z,EUR,low,1,0,-0.2%,-0.3%,0.3%
2019-07-31T06:45:00.000Z,EUR,low,1,0,1.3%,1.1%,1.4%
2019-07-31T07:55:00.000Z,EUR,med,-1,1,1.0k,2.0k,-1.0k
2019-07-31T07:55:00.000Z,EUR,med,0,0,5.0%,5.0%,5.0%
2019-07-31T09:00:00.000Z,EUR,med,0,0,1.1%,1.1%,1.2%
2019-07-31T09:00:00.000Z,EUR,med,0,0,0.2%,0.2%,0.4%
2019-07-31T09:00:00.000Z,EUR,med,1,0,1.1%,1.0%,1.2%
2019-07-31T09:00:00.000Z,EUR,med,-1,0,0.9%,1.0%,1.1%
2019-07-31T09:00:00.000Z,EUR,med,0,0,7.5%,7.5%,7.5%
2019-07-31T12:15:00.000Z,USD,high,1,1,156.0k,150.0k,102.0k
2019-07-31T12:30:00.000Z,CAD,high,1,0,0.2%,0.1%,0.3%
2019-07-31T12:30:00.000Z,CAD,low,-1,-1,-1.4%,-0.2%,0.1%
2019-07-31T12:30:00.000Z,USD,med,0,0,,,
2019-07-31T12:30:00.000Z,USD,med,-1,0,0.6%,0.7%,0.7%
2019-07-31T13:45:00.000Z,USD,low,-1,0,44.4,51.5,49.7
2019-07-31T18:00:00.000Z,USD,high,0,0,2.25%,2.25%,2.5%
2019-07-31T18:00:00.000Z,USD,high,0,0,,,
2019-07-31T18:30:00.000Z,USD,high,0,0,,,
2019-07-31T22:30:00.000Z,AUD,med,0,0,51.3,,49.4
2019-08-01T00:30:00.000Z,JPY,med,0,0,49.4,,49.6
2019-08-01T01:30:00.000Z,JPY,med,0,0,,,
2019-08-01T01:45:00.000Z,CNY,low,1,0,49.9,49.5,49.4
2019-08-01T07:50:00.000Z,EUR,low,-1,0,49.7,50.0,50.0
2019-08-01T07:55:00.000Z,EUR,med,1,0,43.2,43.1,43.1
2019-08-01T08:00:00.000Z,EUR,med,1,0,46.5,46.4,46.4
2019-08-01T08:30:00.000Z,GBP,med,1,0,48.0,47.6,48.0
2019-08-01T10:00:00.000Z,GBP,high,0,0,0.75%,0.75%,0.75%
2019-08-01T10:00:00.000Z,GBP,high,0,0,435.0B,435.0B,435.0B
2019-08-01T11:00:00.000Z,GBP,med,0,0,,,
2019-08-01T11:30:00.000Z,GBP,med,0,0,,,
2019-08-01T12:30:00.000Z,USD,med,-1,-1,217.0k,214.0k,206.0k
2019-08-01T14:00:00.000Z,USD,med,-1,1,-1.3%,0.3%,-0.8%
2019-08-01T14:00:00.000Z,USD,high,-1,0,51.2,52.0,51.7
2019-08-01T23:50:00.000Z,JPY,med,0,0,,,
2019-08-02T01:30:00.000Z,AUD,med,0,0,0.4%,,0.4%
2019-08-02T01:30:00.000Z,AUD,med,1,0,0.4%,0.3%,0.1%
2019-08-02T06:30:00.000Z,CHF,low,-1,0,-0.5%,-0.4%,0.0%
2019-08-02T06:30:00.000Z,CHF,med,-1,-1,0.3%,0.5%,0.7%
2019-08-02T06:30:00.000Z,CHF,low,0,0,0.0%,0.0%,0.2%
2019-08-02T06:30:00.000Z,CHF,med,-1,0,0.4%,0.6%,0.7%
2019-08-02T07:30:00.000Z,CHF,low,-1,0,44.7,47.5,47.7
2019-08-02T09:00:00.000Z,EUR,low,-1,0,-0.6%,-0.3%,-0.1%
2019-08-02T09:00:00.000Z,EUR,low,-1,0,0.7%,0.8%,1.6%
2019-08-02T09:00:00.000Z,EUR,low,1,0,1.1%,0.3%,-0.3%
2019-08-02T12:30:00.000Z,USD,high,1,1,0.3%,0.2%,0.2%
2019-08-02T12:30:00.000Z,USD,high,-1,-1,164.0k,165.0k,224.0k
2019-08-02T12:30:00.000Z,USD,high,-1,-1,148.0k,165.0k,191.0k
2019-08-02T12:30:00.000Z,USD,high,-1,0,3.7%,3.6%,3.7%
2019-08-02T12:30:00.000Z,CAD,high,1,-1,0.14B,-0.3B,0.76B
2019-08-02T12:30:00.000Z,USD,med,-1,1,-55.2B,-54.6B,-55.5B
2019-08-02T14:00:00.000Z,USD,med,0,0,1.0,,1.2
2019-08-02T14:00:00.000Z,USD,med,0,0,1.9,,2.0
2019-08-02T14:00:00.000Z,USD,low,-1,-1,0.6%,0.7%,-0.7%
2019-08-02T14:00:00.000Z,USD,high,-1,0,98.4,98.5,98.4
2019-08-04T22:30:00.000Z,AUD,med,0,0,43.9,,52.2
2019-08-05T00:30:00.000Z,JPY,med,0,1,51.2,,50.8
2019-08-05T00:30:00.000Z,JPY,med,0,1,51.8,,51.9
2019-08-05T01:00:00.000Z,NZD,med,0,0,-1.4%,,-3.9%
2019-08-05T02:00:00.000Z,NZD,med,0,0,,,
2019-08-05T07:50:00.000Z,EUR,low,-1,0,51.9,51.7,51.7
2019-08-05T07:50:00.000Z,EUR,low,1,0,52.6,52.2,52.2
2019-08-05T07:55:00.000Z,EUR,low,-1,0,50.9,51.4,51.4
2019-08-05T07:55:00.000Z,EUR,med,-1,0,54.5,55.4,55.4
2019-08-05T08:00:00.000Z,EUR,low,0,0,51.5,51.5,51.5
2019-08-05T08:00:00.000Z,EUR,med,-1,0,53.2,53.3,53.3
2019-08-05T08:30:00.000Z,EUR,med,0,0,-13.7,,-5.8
2019-08-05T08:30:00.000Z,GBP,med,1,0,51.4,50.5,50.2
2019-08-05T14:00:00.000Z,USD,high,-1,0,53.7,55.5,55.1
2019-08-05T22:45:00.000Z,NZD,high,1,1,0.8%,0.3%,-0.2%
2019-08-05T22:45:00.000Z,NZD,high,-1,0,3.9%,4.3%,4.2%
2019-08-06T01:30:00.000Z,AUD,med,0,1,0.8%,,4.6%
2019-08-06T01:30:00.000Z,AUD,med,1,1,"8,036.0M","6,000.0M","5,745.0M"
2019-08-06T04:30:00.000Z,AUD,high,0,0,1.0%,1.0%,1.0%
2019-08-06T06:00:00.000Z,EUR,med,1,0,2.5%,0.5%,-2.2%
2019-08-06T14:05:00.000Z,USD,med,0,0,,,
2019-08-06T16:00:00.000Z,USD,med,0,0,,,
2019-08-06T23:50:00.000Z,JPY,med,0,0,,,
2019-08-07,CNY,low,-1,-1,3.0B,"3,105.0B","3,100.0B"
2019-08-07T02:00:00.000Z,NZD,high,-1,0,1.0%,1.25%,1.5%
2019-08-07T02:00:00.000Z,NZD,med,0,0,,,
2019-08-07T06:00:00.000Z,EUR,med,-1,-1,-1.5%,-0.5%,0.3%
2019-08-07T06:00:00.000Z,EUR,med,-1,0,-5.2%,-3.1%,-3.7%
2019-08-07T06:45:00.000Z,EUR,low,-1,0,"-5,187.0B","-4,118.0B","-3,278.0B"
2019-08-07T07:00:00.000Z,CHF,med,0,1,767.9B,,759.1B
2019-08-07T07:30:00.000Z,GBP,low,-1,0,4.1%,4.4%,5.7%
2019-08-07T07:30:00.000Z,GBP,low,-1,0,-0.2%,0.3%,-0.3%
2019-08-07T13:30:00.000Z,USD,med,0,0,,,
2019-08-07T14:00:00.000Z,CAD,med,0,0,54.2,,52.4
2019-08-07T19:00:00.000Z,USD,low,-1,0,14.6B,16.1B,17.09B
2019-08-07T21:30:00.000Z,AUD,med,0,0,,,
2019-08-07T23:01:00.000Z,GBP,med,-1,0,-9.0%,-1.0%,-1.0%
2019-08-07T23:50:00.000Z,JPY,low,0,0,2.5%,,2.4%
2019-08-08,CNY,high,1,1,3.3%,-1.0%,-4.1%
2019-08-08,CNY,high,1,1,-5.6%,-9.0%,-7.7%
2019-08-08,CNY,med,1,1,45.06B,42.65B,48.1B
2019-08-08T05:00:00.000Z,JPY,med,1,0,44.3,43.6,44.0
2019-08-08T06:30:00.000Z,EUR,low,-1,0,95.0,96.0,95.0
2019-08-08T12:30:00.000Z,USD,med,1,-1,211.0k,215.0k,215.0k
2019-08-08T12:30:00.000Z,CAD,low,-1,0,-0.1%,0.0%,-0.1%
2019-08-08T14:00:00.000Z,USD,low,1,0,0.0%,0.2%,0.2%
2019-08-08T23:30:00.000Z,AUD,med,0,0,,,
2019-08-08T23:50:00.000Z,JPY,med,1,0,2.4%,2.3%,2.3%
2019-08-08T23:50:00.000Z,JPY,med,1,0,0.4%,0.1%,0.6%
2019-08-09,CNY,med,-1,0,"1,010.0B","1,625.0B",2.0B
2019-08-09,CNY,med,-1,0,8.1%,8.4%,8.5%
2019-08-09,CNY,med,-1,0,"1,060.0B","1,275.0B",1.0B
2019-08-09T01:30:00.000Z,CNY,med,1,-1,2.8%,2.7%,2.8%
2019-08-09T01:30:00.000Z,CNY,med,-1,-1,-0.3%,-0.1%,0.5%
2019-08-09T05:45:00.000Z,CHF,low,0,0,2.3%,2.3%,2.3%
2019-08-09T06:00:00.000Z,EUR,low,-1,-1,20.6B,21.7B,16.5B
2019-08-09T06:00:00.000Z,EUR,low,-1,0,16.8B,19.5B,20.6B
2019-08-09T06:45:00.000Z,EUR,med,-1,0,-2.2%,-1.3%,1.6%
2019-08-09T06:45:00.000Z,EUR,med,-1,0,-0.6%,0.7%,3.4%
2019-08-09T08:30:00.000Z,GBP,med,-1,0,-0.7%,-0.4%,0.6%
2019-08-09T08:30:00.000Z,GBP,med,-1,-1,-0.2%,0.2%,1.7%
2019-08-09T08:30:00.000Z,GBP,high,-1,-1,0.0%,0.1%,0.3%
2019-08-09T08:30:00.000Z,GBP,high,-1,0,-0.2%,0.0%,0.5%
2019-08-09T08:30:00.000Z,GBP,med,-1,0,0.1%,0.2%,0.3%
2019-08-09T08:30:00.000Z,GBP,med,-1,0,0.0%,0.1%,0.0%
2019-08-09T08:30:00.000Z,GBP,med,1,0,-0.1%,-0.2%,1.4%
2019-08-09T08:30:00.000Z,GBP,med,-1,-1,-0.6%,-0.3%,0.9%
2019-08-09T08:30:00.000Z,GBP,high,1,0,-0.2%,-0.3%,1.4%
2019-08-09T08:30:00.000Z,GBP,high,-1,0,-1.4%,-1.1%,0.0%
2019-08-09T08:30:00.000Z,GBP,med,1,1,-0.19B,-4.8B,-4.91B
2019-08-09T08:30:00.000Z,GBP,med,1,0,-7.01B,-11.8B,-11.52B
2019-08-09T12:15:00.000Z,CAD,low,1,-1,222.0k,202.0k,245.7k
2019-08-09T12:30:00.000Z,CAD,med,-1,1,-3.7%,1.0%,-13.0%
2019-08-09T12:30:00.000Z,USD,high,0,0,0.2%,0.2%,0.1%
2019-08-09T12:30:00.000Z,USD,med,-1,0,-0.1%,0.1%,0.3%
2019-08-09T12:30:00.000Z,CAD,high,-1,0,-24.2,15.0,-2.2
2019-08-09T12:30:00.000Z,CAD,high,1,0,5.7%,5.5%,5.5%
2019-08-12T18:00:00.000Z,USD,low,1,0,-119.7B,-120.0B,-8.5B
2019-08-12T22:00:00.000Z,AUD,med,0,0,,,
2019-08-12T23:50:00.000Z,JPY,med,-1,0,0.0%,0.1%,-0.5%
2019-08-12T23:50:00.000Z,JPY,med,-1,0,-0.6%,-0.5%,-0.1%
2019-08-13T01:30:00.000Z,AUD,med,0,1,2.0,,3.0
2019-08-13T01:30:00.000Z,AUD,med,0,-1,4.0,,6.0
2019-08-13T04:30:00.000Z,JPY,low,0,0,-0.1%,,-0.2%
2019-08-13T06:00:00.000Z,EUR,med,0,0,0.5%,0.5%,0.5%
2019-08-13T06:00:00.000Z,EUR,med,0,0,1.7%,1.7%,1.7%
2019-08-13T06:00:00.000Z,EUR,low,0,0,0.4%,0.4%,0.4%
2019-08-13T06:00:00.000Z,EUR,low,0,0,1.1%,1.1%,1.1%
2019-08-13T06:00:00.000Z,EUR,low,0,0,-0.3%,,0.3%
2019-08-13T08:30:00.000Z,GBP,med,0,1,3.7%,3.7%,3.4%
2019-08-13T08:30:00.000Z,GBP,med,-1,0,3.9%,3.8%,3.8%
2019-08-13T09:00:00.000Z,EUR,med,-1,0,-13.5,-6.3,-1.1
2019-08-13T09:00:00.000Z,EUR,med,-1,0,-44.1,-28.0,-24.5
2019-08-13T10:00:00.000Z,USD,med,1,0,104.7,104.0,103.3
2019-08-13T12:30:00.000Z,USD,high,0,0,0.3%,0.3%,0.1%
2019-08-13T12:30:00.000Z,USD,high,1,0,0.3%,0.2%,0.3%
2019-08-13T23:50:00.000Z,JPY,high,1,0,12.5%,-1.1%,-3.7%
2019-08-14T01:30:00.000Z,AUD,high,1,0,0.6%,0.5%,0.5%
2019-08-14T02:00:00.000Z,CNY,med,-1,0,5.7%,5.8%,5.8%
2019-08-14T02:00:00.000Z,CNY,med,-1,1,4.8%,6.0%,5.2%
2019-08-14T02:00:00.000Z,CNY,med,-1,1,7.6%,8.6%,8.3%
2019-08-14T06:00:00.000Z,EUR,med,0,0,-0.1%,-0.1%,0.4%
2019-08-14T06:00:00.000Z,EUR,med,1,1,0.4%,0.1%,0.6%
2019-08-14T06:45:00.000Z,EUR,low,0,0,-0.2%,-0.2%,-0.2%
2019-08-14T06:45:00.000Z,EUR,low,0,0,1.1%,1.1%,1.1%
2019-08-14T06:45:00.000Z,EUR,low,0,0,-0.2%,-0.2%,-0.2%
2019-08-14T06:45:00.000Z,EUR,low,0,0,1.3%,1.3%,1.3%
2019-08-14T08:30:00.000Z,GBP,high,1,0,0.0%,-0.1%,0.0%
2019-08-14T08:30:00.000Z,GBP,high,1,0,2.1%,1.9%,2.0%
2019-08-14T08:30:00.000Z,GBP,med,1,1,0.9%,0.5%,-1.4%
2019-08-14T08:30:00.000Z,GBP,med,1,1,1.3%,0.2%,-0.3%
2019-08-14T08:30:00.000Z,GBP,low,1,0,0.4%,0.1%,0.1%
2019-08-14T08:30:00.000Z,GBP,low,1,0,1.8%,1.7%,1.6%
2019-08-14T09:00:00.000Z,EUR,med,0,0,0.2%,0.2%,0.2%
2019-08-14T09:00:00.000Z,EUR,med,0,0,1.1%,1.1%,1.1%
2019-08-14T09:00:00.000Z,EUR,med,-1,0,-1.6%,-1.3%,-0.5%
2019-08-14T12:30:00.000Z,USD,low,1,-1,0.2%,-0.1%,-0.9%
2019-08-14T23:00:00.000Z,AUD,med,0,0,,,
2019-08-15T01:30:00.000Z,AUD,high,1,-1,41.1,14.0,0.5
2019-08-15T01:30:00.000Z,AUD,high,0,0,5.2%,5.2%,5.2%
2019-08-15T04:30:00.000Z,JPY,low,0,0,-2.6%,,1.7%
2019-08-15T04:30:00.000Z,JPY,med,0,0,-3.3%,,-3.6%
2019-08-15T04:30:00.000Z,JPY,med,0,0,-3.8%,,-4.1%
2019-08-15T08:30:00.000Z,GBP,high,1,-1,0.2%,-0.2%,0.9%
2019-08-15T08:30:00.000Z,GBP,high,1,0,2.9%,2.3%,3.6%
2019-08-15T08:30:00.000Z,GBP,high,1,-1,0.2%,-0.2%,1.0%
2019-08-15T08:30:00.000Z,GBP,high,1,0,3.3%,2.5%,3.8%
2019-08-15T12:30:00.000Z,USD,med,-1,-1,221.0k,212.0k,209.0k
2019-08-15T12:30:00.000Z,USD,low,1,1,2.3%,1.4%,3.4%
2019-08-15T12:30:00.000Z,USD,med,1,1,2.4%,1.9%,-1.6%
2019-08-15T12:30:00.000Z,USD,med,1,0,16.8,9.5,21.8
2019-08-15T12:30:00.000Z,USD,med,1,0,4.8,2.0,4.3
2019-08-15T12:30:00.000Z,USD,high,1,-1,0.7%,0.2%,0.4%
2019-08-15T12:30:00.000Z,USD,high,1,-1,1.0%,0.4%,0.4%
2019-08-15T12:30:00.000Z,CAD,med,0,0,,,
2019-08-15T13:00:00.000Z,CAD,med,1,0,3.5%,3.3%,-0.2%
2019-08-15T13:15:00.000Z,USD,med,-1,-1,77.5%,77.8%,77.9%
2019-08-15T13:15:00.000Z,USD,med,-1,1,-0.2%,0.1%,0.0%
2019-08-15T14:00:00.000Z,USD,med,-1,0,0.0B,0.1B,0.3B
2019-08-15T14:00:00.000Z,USD,low,0,0,66.0,66.0,65.0
2019-08-15T20:00:00.000Z,USD,low,0,1,99.1B,,3.5B
2019-08-16T09:00:00.000Z,EUR,low,-1,-1,17.9B,18.5B,20.2B
2019-08-16T12:30:00.000Z,USD,med,1,1,"1,336.0k","1,270.0k","1,220.0k"
2019-08-16T12:30:00.000Z,USD,med,-1,-1,"1,191.0k","1,257.0k","1,253.0k"
2019-08-16T14:00:00.000Z,USD,high,-1,0,92.1,97.0,98.4
2019-08-18T23:01:00.000Z,GBP,med,0,0,-1.0%,,-0.2%
2019-08-18T23:01:00.000Z,GBP,med,0,0,1.2%,,-0.2%
2019-08-18T23:50:00.000Z,JPY,med,-1,1,-249.6B,-210.0B,589.5B
2019-08-18T23:50:00.000Z,JPY,med,1,-1,-126.8B,-241.3B,-14.4B
2019-08-18T23:50:00.000Z,JPY,med,1,1,-1.6%,-2.3%,-6.7%
2019-08-18T23:50:00.000Z,JPY,med,1,0,-1.2%,-2.3%,-5.2%
2019-08-19T08:00:00.000Z,EUR,low,0,1,18.4B,,29.7B
2019-08-19T09:00:00.000Z,EUR,med,0,0,0.9%,,0.9%
2019-08-19T09:00:00.000Z,EUR,med,-1,0,1.0%,1.1%,1.3%
2019-08-20T06:00:00.000Z,EUR,low,0,-1,1.1%,1.1%,3.0%
2019-08-20T06:00:00.000Z,EUR,low,1,0,0.1%,0.0%,-0.4%
2019-08-20T12:30:00.000Z,CAD,med,1,0,-1.2%,-1.8%,1.6%
2019-08-20T12:30:00.000Z,USD,low,0,0,,,
2019-08-20T22:00:00.000Z,USD,med,0,0,,,
2019-08-21T00:30:00.000Z,AUD,low,0,1,0.14%,,-0.08%
2019-08-21T01:00:00.000Z,AUD,low,0,1,0.4%,,-0.6%
2019-08-21T05:30:00.000Z,JPY,med,0,0,-2.7%,,-1.3%
2019-08-21T08:30:00.000Z,GBP,med,-1,1,-1.3B,-2.9B,7.2B
2019-08-21T08:30:00.000Z,GBP,med,0,0,-13.5B,,15.2B
2019-08-21T12:30:00.000Z,CAD,high,1,0,0.5%,0.2%,-0.2%
2019-08-21T12:30:00.000Z,CAD,high,1,0,2.0%,1.7%,2.0%
2019-08-21T14:00:00.000Z,USD,med,1,1,5.42M,5.39M,5.27M
2019-08-21T18:00:00.000Z,USD,med,0,0,,,
2019-08-22T00:30:00.000Z,JPY,med,0,0,49.5,,49.4
2019-08-22T07:15:00.000Z,EUR,low,-1,0,52.7,51.8,51.9
2019-08-22T07:15:00.000Z,EUR,low,1,0,51.0,49.5,49.7
2019-08-22T07:15:00.000Z,EUR,low,1,0,53.3,52.5,52.6
2019-08-22T07:30:00.000Z,EUR,low,1,0,51.4,50.6,50.9
2019-08-22T07:30:00.000Z,EUR,med,1,0,43.6,43.0,43.2
2019-08-22T07:30:00.000Z,EUR,med,1,0,54.4,54.0,54.5
2019-08-22T08:00:00.000Z,EUR,low,1,0,51.8,51.2,51.5
2019-08-22T08:00:00.000Z,EUR,med,1,0,47.0,46.2,46.5
2019-08-22T08:00:00.000Z,EUR,med,1,0,53.4,53.0,53.2
2019-08-22T11:30:00.000Z,EUR,med,0,0,,,
2019-08-22T12:30:00.000Z,USD,med,1,-1,211.0k,216.0k,220.0k
2019-08-22T12:30:00.000Z,CAD,low,1,-1,0.6%,-0.2%,-1.8%
2019-08-22T14:00:00.000Z,EUR,med,-1,0,-7.1,-7.0,-6.6
2019-08-22T14:00:00.000Z,USD,low,1,1,0.5%,0.3%,-0.3%
2019-08-22T23:30:00.000Z,JPY,high,-1,0,0.5%,0.6%,0.7%
2019-08-23T12:30:00.000Z,CAD,high,1,-1,0.0%,-0.3%,-0.1%
2019-08-23T12:30:00.000Z,CAD,high,1,-1,0.9%,0.0%,-0.3%
2019-08-23T14:00:00.000Z,USD,med,-1,1,635.0k,649.0k,646.0k
2019-08-23T14:00:00.000Z,USD,med,0,0,,,
2019-08-24T16:25:00.000Z,AUD,med,0,0,,,
2019-08-25T22:45:00.000Z,NZD,med,1,-1,-685.0M,"-5,284.0M",365.0M
2019-08-26T05:00:00.000Z,JPY,low,0,0,93.3,,93.3
2019-08-26T08:00:00.000Z,EUR,high,-1,1,94.3,95.1,95.7
2019-08-26T08:00:00.000Z,EUR,high,-1,1,97.3,98.8,99.4
2019-08-26T08:00:00.000Z,EUR,high,-1,-1,91.3,91.8,92.2
2019-08-26T12:30:00.000Z,USD,med,-1,-1,-0.4,0.1,1.0
2019-08-26T12:30:00.000Z,USD,med,1,-1,2.1,1.1,1.9
2019-08-27T02:00:00.000Z,AUD,med,0,0,,,
2019-08-27T06:00:00.000Z,EUR,med,0,0,-0.1%,-0.1%,-0.1%
2019-08-27T06:00:00.000Z,EUR,med,0,0,0.4%,,0.4%
2019-08-27T06:45:00.000Z,EUR,low,0,0,102.0,102.0,102.0
2019-08-27T06:45:00.000Z,EUR,med,0,0,102.0,,101.0
2019-08-27T13:00:00.000Z,USD,med,-1,-1,2.13%,2.3%,2.39%
2019-08-27T13:00:00.000Z,USD,med,0,1,0.2%,0.2%,0.1%
2019-08-27T14:00:00.000Z,USD,high,1,1,135.1,130.0,135.7
2019-08-28T01:30:00.000Z,AUD,high,-1,0,-3.8%,-1.0%,-1.9%
2019-08-28T06:00:00.000Z,EUR,med,1,0,9.7,9.6,9.7
2019-08-28T08:00:00.000Z,EUR,med,1,0,5.2%,4.7%,4.5%
2019-08-29T06:45:00.000Z,EUR,med,0,-1,0.4%,0.4%,-0.1%
2019-08-29T06:45:00.000Z,EUR,med,1,0,0.3%,0.2%,0.2%
2019-08-29T06:45:00.000Z,EUR,low,1,0,1.4%,1.3%,1.3%
2019-08-29T07:55:00.000Z,EUR,med,0,0,4.0k,4.0k,1.0k
2019-08-29T07:55:00.000Z,EUR,med,0,0,5.0%,5.0%,5.0%
2019-08-29T09:00:00.000Z,EUR,med,0,0,-7.1,-7.1,-7.1
2019-08-29T09:00:00.000Z,EUR,med,1,0,103.1,102.3,102.7
2019-08-29T12:00:00.000Z,EUR,med,-1,0,1.4%,1.5%,1.7%
2019-08-29T12:00:00.000Z,EUR,med,-1,0,-0.2%,-0.1%,0.5%
2019-08-29T12:00:00.000Z,EUR,low,-1,0,-0.1%,0.1%,0.4%
2019-08-29T12:00:00.000Z,EUR,low,-1,0,1.0%,1.2%,1.1%
2019-08-29T12:30:00.000Z,CAD,low,1,1,-6.38B,-9.75B,-17.35B
2019-08-29T12:30:00.000Z,USD,med,-1,-1,216.0k,214.0k,209.0k
2019-08-29T12:30:00.000Z,USD,med,1,0,-72.3B,-74.0B,-74.2B
2019-08-29T12:30:00.000Z,USD,med,-1,0,1.7%,1.8%,1.8%
2019-08-29T12:30:00.000Z,USD,med,0,0,2.0%,2.0%,2.1%
2019-08-29T12:30:00.000Z,JPY,med,0,0,,,
2019-08-29T14:00:00.000Z,USD,med,-1,0,-2.5%,0.0%,2.8%
2019-08-29T14:00:00.000Z,USD,low,0,0,0.2%,0.2%,0.0%
2019-08-29T22:45:00.000Z,NZD,med,0,0,-1.3%,,-3.9%
2019-08-29T23:01:00.000Z,GBP,low,-1,0,-14.0,-12.0,-11.0
2019-08-29T23:30:00.000Z,JPY,low,-1,0,1.59,1.61,1.61
2019-08-29T23:30:00.000Z,JPY,med,1,0,2.2%,2.3%,2.3%
2019-08-29T23:50:00.000Z,JPY,med,-1,0,-2.3%,-0.6%,0.0%
2019-08-29T23:50:00.000Z,JPY,med,-1,0,-2.0%,-0.7%,0.5%
2019-08-29T23:50:00.000Z,JPY,med,1,0,1.3%,0.4%,-3.3%
2019-08-29T23:50:00.000Z,JPY,med,1,0,0.7%,-0.5%,-3.8%
2019-08-30T01:30:00.000Z,AUD,low,0,0,0.2%,0.2%,0.1%
2019-08-30T01:30:00.000Z,AUD,high,-1,0,-9.7%,0.0%,-1.2%
2019-08-30T05:00:00.000Z,JPY,low,0,0,26.9%,,-4.2%
2019-08-30T05:00:00.000Z,JPY,med,1,0,-4.1%,-5.0%,0.3%
2019-08-30T05:00:00.000Z,JPY,med,1,0,0.91M,0.9M,0.92M
2019-08-30T06:00:00.000Z,EUR,med,-1,0,-2.2%,-1.3%,3.5%
2019-08-30T06:45:00.000Z,EUR,low,1,0,0.5%,0.4%,-0.2%
2019-08-30T06:45:00.000Z,EUR,low,1,0,1.1%,1.0%,1.1%
2019-08-30T06:45:00.000Z,EUR,low,0,0,0.5%,0.5%,-0.2%
2019-08-30T06:45:00.000Z,EUR,low,0,0,1.2%,1.2%,1.3%
2019-08-30T07:00:00.000Z,CHF,med,1,0,97.0,95.1,97.1
2019-08-30T08:30:00.000Z,GBP,low,0,0,2.7%,,2.3%
2019-08-30T09:00:00.000Z,EUR,med,0,0,1.0%,1.0%,1.1%
2019-08-30T09:00:00.000Z,EUR,med,-1,0,0.9%,1.0%,0.9%
2019-08-30T09:00:00.000Z,EUR,med,0,0,7.5%,7.5%,7.5%
2019-08-30T12:30:00.000Z,CAD,med,1,1,3.7%,3.0%,0.4%
2019-08-30T12:30:00.000Z,CAD,high,1,0,0.2%,0.1%,0.2%
2019-08-30T12:30:00.000Z,CAD,low,-1,0,-0.3%,0.3%,-1.4%
2019-08-30T12:30:00.000Z,USD,med,-1,1,0.1%,0.3%,0.4%
2019-08-30T12:30:00.000Z,USD,med,1,0,0.6%,0.5%,0.3%
2019-08-30T12:30:00.000Z,USD,med,0,0,0.2%,0.2%,0.2%
2019-08-30T12:30:00.000Z,CAD,low,-1,-1,1.2%,1.5%,-5.9%
2019-08-30T13:45:00.000Z,USD,low,1,0,50.4,48.0,44.4
2019-08-30T14:00:00.000Z,USD,high,-1,0,89.8,92.3,92.1
2019-08-31,EUR,med,0,0,,,
2019-08-31T01:00:00.000Z,CNY,high,-1,0,49.5,49.6,49.7
